Ramp 10.00 øC/min to 260.00 øC,,
Time,Temperature,Heat Flow (Normalized)
min,øC,W/g
2.77,41.17,-0.321
2.78,41.18,-0.321
2.78,41.2,-0.321
2.78,41.22,-0.321
2.78,41.23,-0.321
2.78,41.25,-0.321
2.78,41.27,-0.321
2.79,41.28,-0.321
2.79,41.3,-0.321
2.79,41.32,-0.321
2.79,41.33,-0.321
2.79,41.35,-0.321
2.79,41.37,-0.321
2.79,41.38,-0.321
2.8,41.4,-0.321
2.8,41.42,-0.321
2.8,41.43,-0.321
2.8,41.45,-0.321
2.8,41.47,-0.321
2.81,41.48,-0.321
2.81,41.5,-0.321
2.81,41.52,-0.321
2.81,41.53,-0.321
2.81,41.55,-0.321
2.81,41.57,-0.321
2.81,41.58,-0.321
2.82,41.6,-0.321
2.82,41.62,-0.321
2.82,41.63,-0.321
2.82,41.65,-0.321
2.82,41.67,-0.321
2.83,41.68,-0.321
2.83,41.7,-0.321
2.83,41.72,-0.321
2.83,41.73,-0.321
2.83,41.75,-0.321
2.83,41.77,-0.321
2.84,41.78,-0.321
2.84,41.8,-0.322
2.84,41.82,-0.322
2.84,41.83,-0.322
2.84,41.85,-0.322
2.84,41.87,-0.322
2.84,41.88,-0.322
2.85,41.9,-0.322
2.85,41.92,-0.322
2.85,41.93,-0.322
2.85,41.95,-0.322
2.85,41.97,-0.322
2.86,41.98,-0.322
2.86,42,-0.322
2.86,42.02,-0.322
2.86,42.03,-0.322
2.86,42.05,-0.322
2.86,42.07,-0.322
2.86,42.09,-0.322
2.87,42.1,-0.322
2.87,42.12,-0.322
2.87,42.13,-0.322
2.87,42.15,-0.322
2.87,42.17,-0.322
2.88,42.18,-0.322
2.88,42.2,-0.322
2.88,42.22,-0.322
2.88,42.23,-0.322
2.88,42.25,-0.322
2.88,42.27,-0.322
2.89,42.28,-0.322
2.89,42.3,-0.322
2.89,42.32,-0.322
2.89,42.33,-0.322
2.89,42.35,-0.322
2.89,42.37,-0.322
2.89,42.38,-0.322
2.9,42.4,-0.322
2.9,42.42,-0.322
2.9,42.43,-0.322
2.9,42.45,-0.322
2.9,42.47,-0.322
2.91,42.48,-0.322
2.91,42.5,-0.323
2.91,42.52,-0.323
2.91,42.54,-0.323
2.91,42.55,-0.323
2.91,42.57,-0.323
2.91,42.58,-0.323
2.92,42.6,-0.323
2.92,42.62,-0.323
2.92,42.63,-0.323
2.92,42.65,-0.323
2.92,42.67,-0.323
2.93,42.68,-0.323
2.93,42.7,-0.323
2.93,42.72,-0.323
2.93,42.73,-0.323
2.93,42.75,-0.323
2.93,42.77,-0.323
2.94,42.78,-0.323
2.94,42.8,-0.323
2.94,42.82,-0.323
2.94,42.83,-0.323
2.94,42.85,-0.323
2.94,42.87,-0.323
2.94,42.88,-0.323
2.95,42.9,-0.323
2.95,42.92,-0.323
2.95,42.93,-0.323
2.95,42.95,-0.323
2.95,42.97,-0.323
2.96,42.98,-0.323
2.96,43,-0.323
2.96,43.02,-0.323
2.96,43.04,-0.323
2.96,43.05,-0.323
2.96,43.07,-0.323
2.96,43.08,-0.323
2.97,43.1,-0.323
2.97,43.12,-0.323
2.97,43.13,-0.323
2.97,43.15,-0.323
2.97,43.17,-0.323
2.98,43.18,-0.323
2.98,43.2,-0.323
2.98,43.22,-0.323
2.98,43.24,-0.324
2.98,43.25,-0.324
2.98,43.27,-0.324
2.99,43.28,-0.324
2.99,43.3,-0.324
2.99,43.32,-0.324
2.99,43.33,-0.324
2.99,43.35,-0.324
2.99,43.37,-0.324
2.99,43.38,-0.324
3,43.4,-0.324
3,43.42,-0.324
3,43.44,-0.324
3,43.45,-0.324
3,43.47,-0.324
3.01,43.49,-0.324
3.01,43.5,-0.324
3.01,43.52,-0.324
3.01,43.53,-0.324
3.01,43.55,-0.324
3.01,43.57,-0.324
3.01,43.58,-0.324
3.02,43.6,-0.324
3.02,43.62,-0.324
3.02,43.63,-0.324
3.02,43.65,-0.324
3.02,43.67,-0.324
3.03,43.69,-0.324
3.03,43.7,-0.324
3.03,43.72,-0.324
3.03,43.73,-0.324
3.03,43.75,-0.324
3.03,43.77,-0.324
3.04,43.78,-0.324
3.04,43.8,-0.324
3.04,43.82,-0.324
3.04,43.83,-0.324
3.04,43.85,-0.324
3.04,43.87,-0.324
3.04,43.89,-0.324
3.05,43.9,-0.324
3.05,43.92,-0.324
3.05,43.93,-0.324
3.05,43.95,-0.324
3.05,43.97,-0.324
3.06,43.98,-0.325
3.06,44,-0.325
3.06,44.02,-0.325
3.06,44.04,-0.325
3.06,44.05,-0.325
3.06,44.07,-0.325
3.06,44.08,-0.325
3.07,44.1,-0.325
3.07,44.12,-0.325
3.07,44.13,-0.325
3.07,44.15,-0.325
3.07,44.17,-0.325
3.08,44.18,-0.325
3.08,44.2,-0.325
3.08,44.22,-0.325
3.08,44.23,-0.325
3.08,44.25,-0.325
3.08,44.27,-0.325
3.09,44.28,-0.325
3.09,44.3,-0.325
3.09,44.32,-0.325
3.09,44.33,-0.325
3.09,44.35,-0.325
3.09,44.37,-0.325
3.09,44.38,-0.325
3.1,44.4,-0.325
3.1,44.42,-0.325
3.1,44.44,-0.325
3.1,44.45,-0.325
3.1,44.47,-0.325
3.11,44.48,-0.325
3.11,44.5,-0.325
3.11,44.52,-0.325
3.11,44.53,-0.325
3.11,44.55,-0.325
3.11,44.57,-0.325
3.11,44.58,-0.325
3.12,44.6,-0.325
3.12,44.62,-0.325
3.12,44.63,-0.325
3.12,44.65,-0.325
3.12,44.67,-0.325
3.13,44.69,-0.325
3.13,44.7,-0.325
3.13,44.72,-0.326
3.13,44.73,-0.326
3.13,44.75,-0.326
3.13,44.77,-0.326
3.14,44.78,-0.326
3.14,44.8,-0.326
3.14,44.82,-0.326
3.14,44.83,-0.326
3.14,44.85,-0.326
3.14,44.87,-0.326
3.14,44.88,-0.326
3.15,44.9,-0.326
3.15,44.92,-0.326
3.15,44.94,-0.326
3.15,44.95,-0.326
3.15,44.97,-0.326
3.16,44.99,-0.326
3.16,45,-0.326
3.16,45.02,-0.326
3.16,45.03,-0.326
3.16,45.05,-0.326
3.16,45.07,-0.326
3.16,45.08,-0.326
3.17,45.1,-0.326
3.17,45.12,-0.326
3.17,45.14,-0.326
3.17,45.15,-0.326
3.17,45.17,-0.326
3.18,45.18,-0.326
3.18,45.2,-0.326
3.18,45.22,-0.326
3.18,45.23,-0.326
3.18,45.25,-0.326
3.18,45.27,-0.326
3.19,45.29,-0.326
3.19,45.3,-0.326
3.19,45.32,-0.326
3.19,45.34,-0.326
3.19,45.35,-0.326
3.19,45.37,-0.326
3.19,45.38,-0.326
3.2,45.4,-0.326
3.2,45.42,-0.326
3.2,45.44,-0.326
3.2,45.45,-0.326
3.2,45.47,-0.327
3.21,45.49,-0.327
3.21,45.5,-0.327
3.21,45.52,-0.327
3.21,45.54,-0.327
3.21,45.55,-0.327
3.21,45.57,-0.327
3.21,45.59,-0.327
3.22,45.6,-0.327
3.22,45.62,-0.327
3.22,45.64,-0.327
3.22,45.65,-0.327
3.22,45.67,-0.327
3.23,45.69,-0.327
3.23,45.7,-0.327
3.23,45.72,-0.327
3.23,45.74,-0.327
3.23,45.75,-0.327
3.23,45.77,-0.327
3.24,45.79,-0.327
3.24,45.8,-0.327
3.24,45.82,-0.327
3.24,45.84,-0.327
3.24,45.85,-0.327
3.24,45.87,-0.327
3.24,45.89,-0.327
3.25,45.9,-0.327
3.25,45.92,-0.327
3.25,45.94,-0.327
3.25,45.95,-0.327
3.25,45.97,-0.327
3.26,45.99,-0.327
3.26,46,-0.327
3.26,46.02,-0.327
3.26,46.04,-0.327
3.26,46.05,-0.327
3.26,46.07,-0.327
3.26,46.09,-0.327
3.27,46.1,-0.327
3.27,46.12,-0.327
3.27,46.14,-0.327
3.27,46.15,-0.327
3.27,46.17,-0.327
3.28,46.19,-0.327
3.28,46.2,-0.328
3.28,46.22,-0.328
3.28,46.24,-0.328
3.28,46.25,-0.328
3.28,46.27,-0.328
3.29,46.29,-0.328
3.29,46.3,-0.328
3.29,46.32,-0.328
3.29,46.34,-0.328
3.29,46.35,-0.328
3.29,46.37,-0.328
3.29,46.39,-0.328
3.3,46.4,-0.328
3.3,46.42,-0.328
3.3,46.44,-0.328
3.3,46.45,-0.328
3.3,46.47,-0.328
3.31,46.49,-0.328
3.31,46.5,-0.328
3.31,46.52,-0.328
3.31,46.54,-0.328
3.31,46.55,-0.328
3.31,46.57,-0.328
3.31,46.59,-0.328
3.32,46.6,-0.328
3.32,46.62,-0.328
3.32,46.64,-0.328
3.32,46.65,-0.328
3.32,46.67,-0.328
3.33,46.69,-0.328
3.33,46.7,-0.328
3.33,46.72,-0.328
3.33,46.74,-0.328
3.33,46.75,-0.328
3.33,46.77,-0.328
3.34,46.79,-0.328
3.34,46.8,-0.328
3.34,46.82,-0.328
3.34,46.84,-0.328
3.34,46.85,-0.328
3.34,46.87,-0.328
3.34,46.88,-0.328
3.35,46.9,-0.328
3.35,46.92,-0.328
3.35,46.94,-0.328
3.35,46.95,-0.328
3.35,46.97,-0.328
3.36,46.99,-0.328
3.36,47,-0.328
3.36,47.02,-0.328
3.36,47.04,-0.328
3.36,47.05,-0.329
3.36,47.07,-0.329
3.36,47.09,-0.329
3.37,47.1,-0.329
3.37,47.12,-0.329
3.37,47.14,-0.329
3.37,47.15,-0.329
3.37,47.17,-0.329
3.38,47.19,-0.329
3.38,47.2,-0.329
3.38,47.22,-0.329
3.38,47.24,-0.329
3.38,47.25,-0.329
3.38,47.27,-0.329
3.39,47.29,-0.329
3.39,47.3,-0.329
3.39,47.32,-0.329
3.39,47.34,-0.329
3.39,47.35,-0.329
3.39,47.37,-0.329
3.39,47.39,-0.329
3.4,47.4,-0.329
3.4,47.42,-0.329
3.4,47.44,-0.329
3.4,47.45,-0.329
3.4,47.47,-0.329
3.41,47.49,-0.329
3.41,47.5,-0.329
3.41,47.52,-0.329
3.41,47.54,-0.329
3.41,47.55,-0.329
3.41,47.57,-0.329
3.41,47.59,-0.329
3.42,47.6,-0.329
3.42,47.62,-0.329
3.42,47.64,-0.329
3.42,47.65,-0.329
3.42,47.67,-0.329
3.43,47.69,-0.329
3.43,47.7,-0.329
3.43,47.72,-0.329
3.43,47.74,-0.329
3.43,47.75,-0.329
3.43,47.77,-0.329
3.44,47.79,-0.329
3.44,47.8,-0.329
3.44,47.82,-0.329
3.44,47.84,-0.329
3.44,47.85,-0.329
3.44,47.87,-0.33
3.44,47.89,-0.33
3.45,47.9,-0.33
3.45,47.92,-0.33
3.45,47.94,-0.33
3.45,47.95,-0.33
3.45,47.97,-0.33
3.46,47.99,-0.33
3.46,48,-0.33
3.46,48.02,-0.33
3.46,48.04,-0.33
3.46,48.05,-0.33
3.46,48.07,-0.33
3.46,48.09,-0.33
3.47,48.1,-0.33
3.47,48.12,-0.33
3.47,48.14,-0.33
3.47,48.15,-0.33
3.47,48.17,-0.33
3.48,48.19,-0.33
3.48,48.2,-0.33
3.48,48.22,-0.33
3.48,48.24,-0.33
3.48,48.25,-0.33
3.48,48.27,-0.33
3.49,48.29,-0.33
3.49,48.3,-0.33
3.49,48.32,-0.33
3.49,48.34,-0.33
3.49,48.35,-0.33
3.49,48.37,-0.33
3.49,48.39,-0.33
3.5,48.4,-0.33
3.5,48.42,-0.33
3.5,48.44,-0.33
3.5,48.45,-0.33
3.5,48.47,-0.33
3.51,48.49,-0.33
3.51,48.5,-0.33
3.51,48.52,-0.33
3.51,48.54,-0.33
3.51,48.55,-0.33
3.51,48.57,-0.33
3.51,48.59,-0.33
3.52,48.6,-0.33
3.52,48.62,-0.33
3.52,48.64,-0.33
3.52,48.65,-0.33
3.52,48.67,-0.33
3.53,48.69,-0.33
3.53,48.7,-0.33
3.53,48.72,-0.33
3.53,48.74,-0.331
3.53,48.75,-0.331
3.53,48.77,-0.331
3.54,48.79,-0.331
3.54,48.8,-0.331
3.54,48.82,-0.331
3.54,48.84,-0.331
3.54,48.85,-0.331
3.54,48.87,-0.331
3.54,48.89,-0.331
3.55,48.9,-0.331
3.55,48.92,-0.331
3.55,48.94,-0.331
3.55,48.95,-0.331
3.55,48.97,-0.331
3.56,48.99,-0.331
3.56,49,-0.331
3.56,49.02,-0.331
3.56,49.04,-0.331
3.56,49.05,-0.331
3.56,49.07,-0.331
3.56,49.09,-0.331
3.57,49.1,-0.331
3.57,49.12,-0.331
3.57,49.14,-0.331
3.57,49.15,-0.331
3.57,49.17,-0.331
3.58,49.19,-0.331
3.58,49.2,-0.331
3.58,49.22,-0.331
3.58,49.24,-0.331
3.58,49.25,-0.331
3.58,49.27,-0.331
3.59,49.29,-0.331
3.59,49.3,-0.331
3.59,49.32,-0.331
3.59,49.34,-0.331
3.59,49.35,-0.331
3.59,49.37,-0.331
3.59,49.39,-0.331
3.6,49.41,-0.331
3.6,49.42,-0.331
3.6,49.44,-0.331
3.6,49.45,-0.331
3.6,49.47,-0.331
3.61,49.49,-0.331
3.61,49.5,-0.331
3.61,49.52,-0.331
3.61,49.54,-0.331
3.61,49.55,-0.331
3.61,49.57,-0.331
3.61,49.59,-0.331
3.62,49.61,-0.331
3.62,49.62,-0.331
3.62,49.64,-0.332
3.62,49.65,-0.332
3.62,49.67,-0.332
3.63,49.69,-0.332
3.63,49.7,-0.332
3.63,49.72,-0.332
3.63,49.74,-0.332
3.63,49.76,-0.332
3.63,49.77,-0.332
3.64,49.79,-0.332
3.64,49.81,-0.332
3.64,49.82,-0.332
3.64,49.84,-0.332
3.64,49.85,-0.332
3.64,49.87,-0.332
3.64,49.89,-0.332
3.65,49.9,-0.332
3.65,49.92,-0.332
3.65,49.94,-0.332
3.65,49.96,-0.332
3.65,49.97,-0.332
3.66,49.99,-0.332
3.66,50.01,-0.332
3.66,50.02,-0.332
3.66,50.04,-0.332
3.66,50.06,-0.332
3.66,50.07,-0.332
3.66,50.09,-0.332
3.67,50.11,-0.332
3.67,50.12,-0.332
3.67,50.14,-0.332
3.67,50.16,-0.332
3.67,50.17,-0.332
3.68,50.19,-0.332
3.68,50.2,-0.332
3.68,50.22,-0.332
3.68,50.24,-0.332
3.68,50.26,-0.332
3.68,50.27,-0.332
3.69,50.29,-0.332
3.69,50.31,-0.332
3.69,50.32,-0.332
3.69,50.34,-0.332
3.69,50.36,-0.332
3.69,50.37,-0.332
3.69,50.39,-0.332
3.7,50.4,-0.332
3.7,50.42,-0.332
3.7,50.44,-0.332
3.7,50.46,-0.332
3.7,50.47,-0.332
3.71,50.49,-0.332
3.71,50.51,-0.332
3.71,50.52,-0.332
3.71,50.54,-0.332
3.71,50.56,-0.332
3.71,50.57,-0.332
3.71,50.59,-0.333
3.72,50.61,-0.333
3.72,50.62,-0.333
3.72,50.64,-0.333
3.72,50.66,-0.333
3.72,50.67,-0.333
3.73,50.69,-0.333
3.73,50.71,-0.333
3.73,50.72,-0.333
3.73,50.74,-0.333
3.73,50.76,-0.333
3.73,50.77,-0.333
3.74,50.79,-0.333
3.74,50.81,-0.333
3.74,50.82,-0.333
3.74,50.84,-0.333
3.74,50.86,-0.333
3.74,50.87,-0.333
3.74,50.89,-0.333
3.75,50.91,-0.333
3.75,50.92,-0.333
3.75,50.94,-0.333
3.75,50.96,-0.333
3.75,50.97,-0.333
3.76,50.99,-0.333
3.76,51.01,-0.333
3.76,51.02,-0.333
3.76,51.04,-0.333
3.76,51.06,-0.333
3.76,51.07,-0.333
3.76,51.09,-0.333
3.77,51.11,-0.333
3.77,51.12,-0.333
3.77,51.14,-0.333
3.77,51.16,-0.333
3.77,51.17,-0.333
3.78,51.19,-0.333
3.78,51.21,-0.333
3.78,51.22,-0.333
3.78,51.24,-0.333
3.78,51.26,-0.333
3.78,51.27,-0.333
3.79,51.29,-0.333
3.79,51.31,-0.333
3.79,51.32,-0.333
3.79,51.34,-0.333
3.79,51.36,-0.333
3.79,51.37,-0.333
3.79,51.39,-0.333
3.8,51.41,-0.333
3.8,51.42,-0.333
3.8,51.44,-0.333
3.8,51.46,-0.333
3.8,51.47,-0.333
3.81,51.49,-0.333
3.81,51.51,-0.333
3.81,51.52,-0.333
3.81,51.54,-0.333
3.81,51.56,-0.333
3.81,51.57,-0.333
3.81,51.59,-0.333
3.82,51.61,-0.334
3.82,51.62,-0.334
3.82,51.64,-0.334
3.82,51.66,-0.334
3.82,51.67,-0.334
3.83,51.69,-0.334
3.83,51.71,-0.334
3.83,51.72,-0.334
3.83,51.74,-0.334
3.83,51.76,-0.334
3.83,51.77,-0.334
3.84,51.79,-0.334
3.84,51.81,-0.334
3.84,51.82,-0.334
3.84,51.84,-0.334
3.84,51.86,-0.334
3.84,51.87,-0.334
3.84,51.89,-0.334
3.85,51.91,-0.334
3.85,51.92,-0.334
3.85,51.94,-0.334
3.85,51.96,-0.334
3.85,51.97,-0.334
3.86,51.99,-0.334
3.86,52.01,-0.334
3.86,52.02,-0.334
3.86,52.04,-0.334
3.86,52.06,-0.334
3.86,52.07,-0.334
3.86,52.09,-0.334
3.87,52.11,-0.334
3.87,52.12,-0.334
3.87,52.14,-0.334
3.87,52.16,-0.334
3.87,52.17,-0.334
3.88,52.19,-0.334
3.88,52.21,-0.334
3.88,52.22,-0.334
3.88,52.24,-0.334
3.88,52.26,-0.334
3.88,52.27,-0.334
3.89,52.29,-0.334
3.89,52.31,-0.334
3.89,52.32,-0.334
3.89,52.34,-0.334
3.89,52.36,-0.334
3.89,52.37,-0.334
3.89,52.39,-0.334
3.9,52.41,-0.334
3.9,52.42,-0.334
3.9,52.44,-0.334
3.9,52.46,-0.334
3.9,52.47,-0.334
3.91,52.49,-0.334
3.91,52.51,-0.334
3.91,52.52,-0.334
3.91,52.54,-0.334
3.91,52.56,-0.334
3.91,52.57,-0.334
3.91,52.59,-0.334
3.92,52.61,-0.335
3.92,52.62,-0.335
3.92,52.64,-0.335
3.92,52.66,-0.335
3.92,52.67,-0.335
3.93,52.69,-0.335
3.93,52.71,-0.335
3.93,52.72,-0.335
3.93,52.74,-0.335
3.93,52.76,-0.335
3.93,52.77,-0.335
3.94,52.79,-0.335
3.94,52.81,-0.335
3.94,52.82,-0.335
3.94,52.84,-0.335
3.94,52.86,-0.335
3.94,52.87,-0.335
3.94,52.89,-0.335
3.95,52.91,-0.335
3.95,52.92,-0.335
3.95,52.94,-0.335
3.95,52.96,-0.335
3.95,52.97,-0.335
3.96,52.99,-0.335
3.96,53.01,-0.335
3.96,53.02,-0.335
3.96,53.04,-0.335
3.96,53.06,-0.335
3.96,53.07,-0.335
3.96,53.09,-0.335
3.97,53.11,-0.335
3.97,53.12,-0.335
3.97,53.14,-0.335
3.97,53.16,-0.335
3.97,53.17,-0.335
3.98,53.19,-0.335
3.98,53.21,-0.335
3.98,53.22,-0.335
3.98,53.24,-0.335
3.98,53.26,-0.335
3.98,53.27,-0.335
3.99,53.29,-0.335
3.99,53.31,-0.335
3.99,53.32,-0.335
3.99,53.34,-0.335
3.99,53.36,-0.335
3.99,53.37,-0.335
3.99,53.39,-0.335
4,53.41,-0.335
4,53.42,-0.335
4,53.44,-0.335
4,53.46,-0.335
4,53.47,-0.335
4.01,53.49,-0.335
4.01,53.51,-0.335
4.01,53.52,-0.335
4.01,53.54,-0.335
4.01,53.56,-0.335
4.01,53.57,-0.335
4.01,53.59,-0.335
4.02,53.61,-0.335
4.02,53.62,-0.335
4.02,53.64,-0.335
4.02,53.66,-0.335
4.02,53.68,-0.335
4.03,53.69,-0.335
4.03,53.71,-0.335
4.03,53.72,-0.335
4.03,53.74,-0.336
4.03,53.76,-0.336
4.03,53.77,-0.336
4.04,53.79,-0.336
4.04,53.81,-0.336
4.04,53.83,-0.336
4.04,53.84,-0.336
4.04,53.86,-0.336
4.04,53.87,-0.336
4.04,53.89,-0.336
4.05,53.91,-0.336
4.05,53.92,-0.336
4.05,53.94,-0.336
4.05,53.96,-0.336
4.05,53.98,-0.336
4.06,53.99,-0.336
4.06,54.01,-0.336
4.06,54.03,-0.336
4.06,54.04,-0.336
4.06,54.06,-0.336
4.06,54.08,-0.336
4.06,54.09,-0.336
4.07,54.11,-0.336
4.07,54.13,-0.336
4.07,54.14,-0.336
4.07,54.16,-0.336
4.07,54.18,-0.336
4.08,54.19,-0.336
4.08,54.21,-0.336
4.08,54.23,-0.336
4.08,54.24,-0.336
4.08,54.26,-0.336
4.08,54.27,-0.336
4.09,54.29,-0.336
4.09,54.31,-0.336
4.09,54.33,-0.336
4.09,54.34,-0.336
4.09,54.36,-0.336
4.09,54.38,-0.336
4.09,54.39,-0.336
4.1,54.41,-0.336
4.1,54.43,-0.336
4.1,54.44,-0.336
4.1,54.46,-0.336
4.1,54.48,-0.336
4.11,54.49,-0.336
4.11,54.51,-0.336
4.11,54.53,-0.336
4.11,54.54,-0.336
4.11,54.56,-0.336
4.11,54.58,-0.336
4.11,54.59,-0.336
4.12,54.61,-0.336
4.12,54.63,-0.336
4.12,54.64,-0.336
4.12,54.66,-0.336
4.12,54.68,-0.336
4.13,54.69,-0.336
4.13,54.71,-0.336
4.13,54.73,-0.336
4.13,54.74,-0.336
4.13,54.76,-0.336
4.13,54.78,-0.336
4.14,54.79,-0.336
4.14,54.81,-0.336
4.14,54.83,-0.336
4.14,54.84,-0.336
4.14,54.86,-0.337
4.14,54.88,-0.337
4.14,54.89,-0.337
4.15,54.91,-0.337
4.15,54.93,-0.337
4.15,54.94,-0.337
4.15,54.96,-0.337
4.15,54.98,-0.337
4.16,54.99,-0.337
4.16,55.01,-0.337
4.16,55.03,-0.337
4.16,55.04,-0.337
4.16,55.06,-0.337
4.16,55.08,-0.337
4.16,55.09,-0.337
4.17,55.11,-0.337
4.17,55.13,-0.337
4.17,55.14,-0.337
4.17,55.16,-0.337
4.17,55.18,-0.337
4.18,55.19,-0.337
4.18,55.21,-0.337
4.18,55.23,-0.337
4.18,55.24,-0.337
4.18,55.26,-0.337
4.18,55.28,-0.337
4.19,55.29,-0.337
4.19,55.31,-0.337
4.19,55.33,-0.337
4.19,55.34,-0.337
4.19,55.36,-0.337
4.19,55.38,-0.337
4.19,55.39,-0.337
4.2,55.41,-0.337
4.2,55.43,-0.337
4.2,55.44,-0.337
4.2,55.46,-0.337
4.2,55.48,-0.337
4.21,55.49,-0.337
4.21,55.51,-0.337
4.21,55.53,-0.337
4.21,55.54,-0.337
4.21,55.56,-0.337
4.21,55.58,-0.337
4.21,55.59,-0.337
4.22,55.61,-0.337
4.22,55.63,-0.337
4.22,55.64,-0.337
4.22,55.66,-0.337
4.22,55.68,-0.337
4.23,55.69,-0.337
4.23,55.71,-0.337
4.23,55.73,-0.337
4.23,55.74,-0.337
4.23,55.76,-0.337
4.23,55.78,-0.337
4.24,55.79,-0.337
4.24,55.81,-0.337
4.24,55.83,-0.337
4.24,55.84,-0.337
4.24,55.86,-0.337
4.24,55.88,-0.337
4.24,55.89,-0.337
4.25,55.91,-0.337
4.25,55.93,-0.337
4.25,55.94,-0.337
4.25,55.96,-0.337
4.25,55.98,-0.337
4.26,55.99,-0.337
4.26,56.01,-0.337
4.26,56.03,-0.337
4.26,56.04,-0.337
4.26,56.06,-0.338
4.26,56.08,-0.338
4.26,56.09,-0.338
4.27,56.11,-0.338
4.27,56.13,-0.338
4.27,56.14,-0.338
4.27,56.16,-0.338
4.27,56.18,-0.338
4.28,56.19,-0.338
4.28,56.21,-0.338
4.28,56.23,-0.338
4.28,56.24,-0.338
4.28,56.26,-0.338
4.28,56.28,-0.338
4.29,56.29,-0.338
4.29,56.31,-0.338
4.29,56.33,-0.338
4.29,56.34,-0.338
4.29,56.36,-0.338
4.29,56.38,-0.338
4.3,56.39,-0.338
4.3,56.41,-0.338
4.3,56.43,-0.338
4.3,56.44,-0.338
4.3,56.46,-0.338
4.3,56.48,-0.338
4.3,56.49,-0.338
4.31,56.51,-0.338
4.31,56.53,-0.338
4.31,56.54,-0.338
4.31,56.56,-0.338
4.31,56.58,-0.338
4.31,56.59,-0.338
4.32,56.61,-0.338
4.32,56.63,-0.338
4.32,56.64,-0.338
4.32,56.66,-0.338
4.32,56.68,-0.338
4.33,56.69,-0.338
4.33,56.71,-0.338
4.33,56.73,-0.338
4.33,56.74,-0.338
4.33,56.76,-0.338
4.33,56.78,-0.338
4.34,56.79,-0.338
4.34,56.81,-0.338
4.34,56.83,-0.338
4.34,56.85,-0.338
4.34,56.86,-0.338
4.34,56.88,-0.338
4.35,56.89,-0.338
4.35,56.91,-0.338
4.35,56.93,-0.338
4.35,56.94,-0.338
4.35,56.96,-0.338
4.35,56.98,-0.338
4.35,56.99,-0.338
4.36,57.01,-0.338
4.36,57.03,-0.338
4.36,57.05,-0.338
4.36,57.06,-0.338
4.36,57.08,-0.338
4.36,57.1,-0.338
4.37,57.11,-0.338
4.37,57.13,-0.338
4.37,57.14,-0.338
4.37,57.16,-0.338
4.37,57.18,-0.338
4.38,57.19,-0.338
4.38,57.21,-0.338
4.38,57.23,-0.338
4.38,57.25,-0.338
4.38,57.26,-0.338
4.38,57.28,-0.338
4.39,57.3,-0.338
4.39,57.31,-0.338
4.39,57.33,-0.339
4.39,57.34,-0.339
4.39,57.36,-0.339
4.39,57.38,-0.339
4.4,57.4,-0.339
4.4,57.41,-0.339
4.4,57.43,-0.339
4.4,57.45,-0.339
4.4,57.46,-0.339
4.4,57.48,-0.339
4.4,57.49,-0.339
4.41,57.51,-0.339
4.41,57.53,-0.339
4.41,57.55,-0.339
4.41,57.56,-0.339
4.41,57.58,-0.339
4.41,57.59,-0.339
4.42,57.61,-0.339
4.42,57.63,-0.339
4.42,57.65,-0.339
4.42,57.66,-0.339
4.42,57.68,-0.339
4.43,57.7,-0.339
4.43,57.71,-0.339
4.43,57.73,-0.339
4.43,57.75,-0.339
4.43,57.76,-0.339
4.43,57.78,-0.339
4.44,57.8,-0.339
4.44,57.81,-0.339
4.44,57.83,-0.339
4.44,57.85,-0.339
4.44,57.86,-0.339
4.44,57.88,-0.339
4.45,57.89,-0.339
4.45,57.91,-0.339
4.45,57.93,-0.339
4.45,57.95,-0.339
4.45,57.96,-0.339
4.45,57.98,-0.339
4.45,57.99,-0.339
4.46,58.01,-0.339
4.46,58.03,-0.339
4.46,58.05,-0.339
4.46,58.06,-0.339
4.46,58.08,-0.339
4.46,58.09,-0.339
4.47,58.11,-0.339
4.47,58.13,-0.339
4.47,58.15,-0.339
4.47,58.16,-0.339
4.47,58.18,-0.339
4.48,58.2,-0.339
4.48,58.21,-0.339
4.48,58.23,-0.339
4.48,58.25,-0.339
4.48,58.26,-0.339
4.48,58.28,-0.339
4.49,58.29,-0.339
4.49,58.31,-0.339
4.49,58.33,-0.339
4.49,58.35,-0.339
4.49,58.36,-0.339
4.49,58.38,-0.339
4.5,58.39,-0.339
4.5,58.41,-0.339
4.5,58.43,-0.339
4.5,58.45,-0.339
4.5,58.46,-0.339
4.5,58.48,-0.339
4.5,58.49,-0.339
4.51,58.51,-0.339
4.51,58.53,-0.339
4.51,58.55,-0.339
4.51,58.56,-0.339
4.51,58.58,-0.34
4.51,58.6,-0.34
4.52,58.61,-0.34
4.52,58.63,-0.34
4.52,58.64,-0.34
4.52,58.66,-0.34
4.52,58.68,-0.34
4.53,58.69,-0.34
4.53,58.71,-0.34
4.53,58.73,-0.34
4.53,58.74,-0.34
4.53,58.76,-0.34
4.53,58.78,-0.34
4.54,58.79,-0.34
4.54,58.81,-0.34
4.54,58.83,-0.34
4.54,58.85,-0.34
4.54,58.86,-0.34
4.54,58.88,-0.34
4.55,58.9,-0.34
4.55,58.91,-0.34
4.55,58.93,-0.34
4.55,58.95,-0.34
4.55,58.96,-0.34
4.55,58.98,-0.34
4.55,59,-0.34
4.56,59.01,-0.34
4.56,59.03,-0.34
4.56,59.05,-0.34
4.56,59.06,-0.34
4.56,59.08,-0.34
